Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA,Current Market Value (USD)
Callum Hudson-Odoi,Premier League,FW,20.0,44.0,14.0,18.9,3.0,7.0,1.0,0.0,39.0,11.0,796.0,975.0,41.0,57.0,55.0,54.0,38500000.0
Marcel Sabitzer,Bundesliga,MF,26.0,96.0,87.0,82.8,19.0,16.0,19.0,0.0,210.0,72.0,3089.0,4201.0,138.0,154.0,82.0,32.0,38500000.0
Nélson Semedo,Premier League,DF,27.0,98.0,77.0,73.5,2.0,3.0,11.0,0.0,28.0,9.0,4277.0,4894.0,37.0,57.0,155.0,43.0,38500000.0
Manuel Locatelli,Serie A,MF,23.0,99.0,73.0,72.5,4.0,10.0,26.0,0.0,95.0,20.0,4581.0,5302.0,111.0,79.0,103.0,12.0,38500000.0
Christian Eriksen,Serie A,"MF,DF",28.0,118.0,89.0,89.89999999999999,21.0,26.0,8.0,0.0,236.0,90.0,4488.0,5868.0,236.0,158.0,65.0,34.0,38500000.0
Matthias Ginter,Bundesliga,DF,27.0,109.0,109.0,108.3,9.0,4.0,8.0,0.0,79.0,31.0,6221.0,7200.0,26.0,37.0,23.0,4.0,38500000.0
Sergio Agüero,Premier League,FW,32.0,87.0,73.0,66.8,58.0,17.0,7.0,0.0,287.0,105.0,1512.0,1841.0,90.0,92.0,103.0,83.0,38500000.0
Carlos Soler,La Liga,MF,24.0,106.0,91.0,89.6,11.0,14.0,20.0,0.0,118.0,41.0,2676.0,3392.0,101.0,95.0,96.0,32.0,38500000.0
Julian Brandt,Bundesliga,"FW,MF",24.0,116.0,89.0,88.5,20.0,22.0,0.0,0.0,157.0,67.0,4240.0,5350.0,198.0,180.0,234.0,78.0,38500000.0
Thomas Müller,Bundesliga,MF,31.0,110.0,92.0,89.4,29.0,53.0,10.0,0.0,184.0,72.0,3315.0,4463.0,243.0,201.0,84.0,57.0,38500000.0
James Rodríguez,Premier League,"FW,MF",29.0,63.0,48.0,45.900000000000006,18.0,18.0,6.0,0.0,104.0,46.0,2881.0,3480.0,157.0,106.0,77.0,22.0,38500000.0
Alex Telles,Premier League,DF,28.0,6.0,5.0,4.8,0.0,1.0,0.0,0.0,3.0,1.0,301.0,379.0,8.0,9.0,2.0,0.0,38500000.0
Alexandre Lacazette,Premier League,FW,29.0,113.0,87.0,84.6,44.0,16.0,13.0,0.0,226.0,103.0,1701.0,2267.0,96.0,113.0,127.0,46.0,38500000.0
Reece James,Premier League,DF,21.0,38.0,29.0,29.8,1.0,4.0,4.0,0.0,37.0,11.0,1891.0,2273.0,43.0,54.0,44.0,16.0,38500000.0
Giovani Lo Celso,Premier League,"MF,FW",24.0,105.0,64.0,67.9,14.0,9.0,16.0,0.0,127.0,47.0,3608.0,4259.0,77.0,111.0,155.0,32.0,38500000.0
Dani Olmo,Bundesliga,"MF,FW",22.0,28.0,21.0,20.0,5.0,5.0,2.0,0.0,60.0,18.0,702.0,924.0,27.0,39.0,30.0,15.0,36300000.0
Christopher Nkunku,Bundesliga,"FW,MF",23.0,85.0,46.0,48.6,14.0,16.0,4.0,0.0,114.0,50.0,1824.0,2177.0,119.0,74.0,109.0,38.0,36300000.0
Lucas Digne,Premier League,"DF,MF",27.0,91.0,85.0,83.3,4.0,17.0,13.0,2.0,68.0,16.0,3721.0,5132.0,160.0,107.0,50.0,18.0,36300000.0
Bernd Leno,Premier League,GK,28.0,114.0,113.0,112.9,0.0,0.0,3.0,0.0,0.0,0.0,2883.0,3955.0,3.0,0.0,1.0,0.0,35200000.0
Florian Thauvin,Ligue 1,"FW,MF",27.0,88.0,81.0,76.7,44.0,26.0,14.0,1.0,266.0,93.0,2713.0,3759.0,153.0,124.0,213.0,135.0,35200000.0
Leander Dendoncker,Premier League,MF,25.0,71.0,62.0,59.900000000000006,6.0,0.0,9.0,0.0,58.0,21.0,1989.0,2373.0,28.0,15.0,36.0,6.0,35200000.0
Matheus Cunha,Bundesliga,"FW,MF",21.0,61.0,34.0,34.6,14.0,3.0,10.0,0.0,121.0,49.0,669.0,955.0,44.0,38.0,114.0,40.0,35200000.0
Ricardo Pereira,Premier League,MF,27.0,64.0,63.0,62.900000000000006,5.0,8.0,8.0,0.0,43.0,14.0,3011.0,3836.0,58.0,68.0,135.0,44.0,35200000.0
Allan Saint-Maximin,Premier League,"FW,MF",23.0,99.0,91.0,84.60000000000001,12.0,13.0,3.0,0.0,165.0,57.0,1875.0,2527.0,148.0,83.0,408.0,185.0,35200000.0
Dani Ceballos,Premier League,MF,24.0,75.0,45.0,48.5,5.0,3.0,7.0,0.0,47.0,12.0,3103.0,3521.0,76.0,67.0,82.0,13.0,35200000.0
Adrien Rabiot,Serie A,MF,25.0,89.0,70.0,69.6,5.0,6.0,18.0,2.0,62.0,19.0,4517.0,4977.0,50.0,58.0,109.0,24.0,35200000.0
Boubacar Kamara,Ligue 1,MF,21.0,79.0,74.0,72.1,2.0,3.0,17.0,1.0,38.0,12.0,3444.0,3983.0,24.0,21.0,44.0,8.0,35200000.0
Maxi Gómez,La Liga,FW,24.0,119.0,108.0,105.4,44.0,11.0,27.0,1.0,227.0,100.0,1401.0,1993.0,65.0,40.0,51.0,37.0,35200000.0
Mattéo Guendouzi,Bundesliga,MF,21.0,69.0,53.0,54.699999999999996,2.0,1.0,18.0,0.0,36.0,13.0,2975.0,3395.0,40.0,52.0,75.0,19.0,35200000.0
Thorgan Hazard,Bundesliga,"FW,DF",27.0,105.0,96.0,92.8,28.0,29.0,5.0,0.0,205.0,72.0,3041.0,4129.0,193.0,159.0,230.0,124.0,35200000.0
Sandro Tonali,Serie A,MF,20.0,49.0,44.0,41.6,1.0,7.0,10.0,1.0,33.0,9.0,1478.0,2008.0,71.0,29.0,43.0,3.0,35200000.0
Dan-Axel Zagadou,Bundesliga,DF,21.0,49.0,33.0,34.199999999999996,4.0,1.0,5.0,1.0,25.0,9.0,2222.0,2532.0,10.0,6.0,24.0,1.0,34650000.0
Konrad Laimer,Bundesliga,MF,22.0,80.0,60.0,59.2,3.0,9.0,17.0,1.0,29.0,11.0,2265.0,2884.0,45.0,63.0,95.0,19.0,33000000.0
Tiemoué Bakayoko,Serie A,MF,26.0,94.0,83.0,79.9,5.0,6.0,18.0,5.0,97.0,26.0,3597.0,4122.0,55.0,39.0,133.0,17.0,33000000.0
Edmond Tapsoba,Bundesliga,DF,21.0,29.0,25.0,25.3,0.0,0.0,2.0,0.0,11.0,3.0,2247.0,2458.0,2.0,3.0,15.0,0.0,33000000.0
Merih Demiral,Serie A,DF,22.0,28.0,25.0,24.700000000000003,3.0,2.0,4.0,0.0,15.0,5.0,1297.0,1423.0,3.0,3.0,4.0,0.0,33000000.0
Gerard Moreno,La Liga,"FW,MF",28.0,124.0,112.0,109.8,52.0,9.0,15.0,0.0,310.0,127.0,2520.0,3608.0,147.0,122.0,247.0,80.0,33000000.0
Domenico Berardi,Serie A,"FW,MF",26.0,112.0,105.0,99.19999999999999,33.0,20.0,23.0,3.0,360.0,113.0,2995.0,4181.0,189.0,199.0,166.0,81.0,33000000.0
Unai Simón,La Liga,GK,23.0,59.0,59.0,58.2,0.0,0.0,5.0,1.0,0.0,0.0,1142.0,1871.0,1.0,1.0,0.0,0.0,33000000.0
Moise Kean,Ligue 1,FW,20.0,77.0,36.0,39.1,21.0,2.0,10.0,0.0,117.0,46.0,461.0,606.0,23.0,16.0,97.0,32.0,33000000.0
Moussa Dembélé,Ligue 1,FW,24.0,76.0,51.0,54.2,32.0,6.0,7.0,0.0,163.0,65.0,775.0,1050.0,56.0,36.0,83.0,41.0,33000000.0
Jonathan David,Ligue 1,FW,21.0,20.0,14.0,12.2,3.0,1.0,0.0,0.0,25.0,15.0,242.0,300.0,24.0,7.0,16.0,11.0,33000000.0
Ollie Watkins,Premier League,FW,25.0,15.0,15.0,15.0,6.0,2.0,1.0,0.0,43.0,16.0,228.0,323.0,18.0,11.0,25.0,19.0,33000000.0
Wout Weghorst,Bundesliga,FW,28.0,83.0,79.0,79.0,45.0,11.0,14.0,0.0,184.0,90.0,1380.0,2018.0,86.0,35.0,65.0,30.0,33000000.0
Nico Elvedi,Bundesliga,DF,24.0,110.0,108.0,105.1,6.0,3.0,12.0,0.0,43.0,15.0,5896.0,6529.0,17.0,20.0,51.0,10.0,33000000.0
Yannick Carrasco,La Liga,"DF,MF",27.0,45.0,22.0,25.4,6.0,10.0,7.0,0.0,56.0,24.0,719.0,953.0,48.0,27.0,82.0,45.0,33000000.0
Joaquín Correa,Serie A,FW,26.0,96.0,65.0,65.39999999999999,16.0,11.0,10.0,0.0,185.0,80.0,1999.0,2404.0,117.0,97.0,184.0,101.0,33000000.0
Jordan Veretout,Serie A,MF,27.0,119.0,115.0,112.10000000000001,26.0,5.0,31.0,2.0,135.0,39.0,5497.0,6676.0,177.0,91.0,101.0,20.0,33000000.0
Éder Militão,La Liga,DF,23.0,17.0,11.0,12.9,0.0,0.0,4.0,0.0,3.0,1.0,695.0,791.0,1.0,3.0,1.0,0.0,33000000.0
Mario Hermoso,La Liga,DF,25.0,85.0,82.0,79.89999999999999,5.0,1.0,20.0,3.0,51.0,19.0,3465.0,4267.0,14.0,12.0,26.0,0.0,33000000.0
Leon Bailey,Bundesliga,FW,23.0,97.0,72.0,71.4,23.0,15.0,9.0,2.0,197.0,64.0,2113.0,3084.0,148.0,125.0,244.0,82.0,32450000.000000004
Benjamin Mendy,Premier League,DF,26.0,42.0,38.0,36.2,1.0,8.0,8.0,0.0,27.0,5.0,2285.0,2712.0,40.0,77.0,49.0,10.0,30800000.0
Kieran Tierney,Premier League,DF,23.0,32.0,29.0,27.9,2.0,2.0,5.0,0.0,15.0,4.0,1224.0,1599.0,30.0,31.0,28.0,21.0,30800000.0
Michael Keane,Premier League,DF,28.0,110.0,106.0,105.5,6.0,3.0,8.0,0.0,67.0,18.0,4283.0,5177.0,23.0,12.0,13.0,1.0,30800000.0
Lucas Torreira,La Liga,MF,24.0,106.0,79.0,81.0,8.0,4.0,20.0,1.0,81.0,23.0,4287.0,4963.0,63.0,50.0,78.0,8.0,30800000.0
Florian Neuhaus,Bundesliga,MF,23.0,78.0,66.0,62.89999999999999,10.0,12.0,17.0,0.0,131.0,43.0,2500.0,3021.0,66.0,74.0,102.0,29.0,30800000.0
Renato Sanches,Ligue 1,MF,23.0,58.0,36.0,37.699999999999996,5.0,2.0,7.0,1.0,73.0,16.0,1941.0,2349.0,53.0,34.0,113.0,19.0,30800000.0
Sergio Reguilón,Premier League,DF,24.0,58.0,54.0,52.099999999999994,2.0,9.0,13.0,0.0,47.0,10.0,2537.0,3167.0,64.0,60.0,74.0,28.0,30800000.0
Bruno Guimarães,Ligue 1,MF,23.0,20.0,13.0,12.9,1.0,1.0,4.0,0.0,17.0,8.0,828.0,919.0,15.0,22.0,19.0,4.0,30800000.0
André Silva,Bundesliga,FW,25.0,92.0,64.0,66.7,35.0,6.0,6.0,0.0,198.0,77.0,1243.0,1710.0,88.0,47.0,78.0,62.0,30800000.0
Gabriel,Serie A,GK,26.0,63.0,62.0,59.599999999999994,5.0,2.0,10.0,0.0,44.0,15.0,1546.0,2152.0,18.0,13.0,57.0,8.0,30800000.0
Alex Sandro,Serie A,DF,29.0,93.0,82.0,80.9,6.0,8.0,19.0,0.0,64.0,20.0,4968.0,5926.0,105.0,144.0,109.0,34.0,30800000.0
James Tarkowski,Premier League,DF,28.0,119.0,119.0,118.3,5.0,3.0,25.0,0.0,71.0,19.0,2807.0,3948.0,34.0,29.0,36.0,1.0,30800000.0
Harvey Barnes,Premier League,"FW,MF",23.0,73.0,50.0,49.599999999999994,13.0,12.0,0.0,0.0,139.0,56.0,1157.0,1539.0,59.0,65.0,82.0,97.0,30800000.0
Ángel Di María,Ligue 1,"FW,MF",32.0,101.0,90.0,83.60000000000001,34.0,37.0,6.0,0.0,301.0,104.0,3449.0,4732.0,228.0,251.0,216.0,119.0,30800000.0
Robin Gosens,Serie A,DF,26.0,97.0,84.0,79.10000000000001,18.0,14.0,10.0,0.0,110.0,38.0,3347.0,4323.0,91.0,125.0,74.0,58.0,30800000.0
Jordan Henderson,Premier League,"MF,DF",30.0,104.0,86.0,84.69999999999999,7.0,10.0,5.0,1.0,63.0,15.0,6016.0,7085.0,69.0,115.0,49.0,12.0,30800000.0
Rafael Leão,Serie A,FW,21.0,68.0,39.0,40.3,19.0,8.0,8.0,0.0,100.0,43.0,715.0,982.0,54.0,50.0,77.0,54.0,30800000.0
Héctor Bellerín,Premier League,DF,25.0,85.0,81.0,79.0,3.0,10.0,16.0,0.0,59.0,16.0,3846.0,4637.0,64.0,107.0,89.0,40.0,30800000.0
Steven Bergwijn,Premier League,"FW,MF",23.0,26.0,16.0,16.3,3.0,2.0,3.0,0.0,20.0,6.0,426.0,509.0,20.0,17.0,21.0,12.0,30800000.0
Kevin Volland,Ligue 1,"FW,MF",28.0,110.0,103.0,97.3,48.0,24.0,15.0,0.0,250.0,124.0,1931.0,2696.0,122.0,95.0,116.0,76.0,30800000.0
Jarrod Bowen,Premier League,"FW,MF",24.0,32.0,29.0,26.4,6.0,6.0,0.0,0.0,60.0,14.0,494.0,736.0,30.0,24.0,43.0,44.0,30800000.0
Tyrone Mings,Premier League,DF,27.0,56.0,52.0,49.5,4.0,3.0,13.0,1.0,20.0,9.0,1726.0,2180.0,13.0,6.0,19.0,2.0,29700000.0
Wesley Fofana,Ligue 1,DF,20.0,34.0,31.0,32.4,1.0,0.0,9.0,0.0,14.0,1.0,1452.0,1712.0,5.0,1.0,15.0,1.0,29700000.0
Douglas Luiz,Premier League,MF,22.0,88.0,59.0,62.800000000000004,3.0,3.0,23.0,1.0,76.0,20.0,2273.0,2765.0,43.0,43.0,71.0,4.0,29700000.0
Marash Kumbulla,Serie A,DF,20.0,35.0,31.0,28.1,2.0,0.0,9.0,1.0,14.0,7.0,1061.0,1252.0,4.0,2.0,5.0,1.0,29700000.0
Jude Bellingham,Bundesliga,MF,17.0,13.0,8.0,7.4,0.0,2.0,0.0,0.0,13.0,5.0,404.0,485.0,10.0,15.0,15.0,2.0,29700000.0
Kalvin Phillips,Premier League,MF,25.0,14.0,14.0,13.5,0.0,2.0,5.0,0.0,8.0,3.0,704.0,853.0,16.0,11.0,7.0,1.0,29700000.0
Pedro Neto,Premier League,"FW,MF",20.0,52.0,27.0,27.9,7.0,6.0,4.0,0.0,53.0,18.0,916.0,1169.0,51.0,30.0,86.0,47.0,29700000.0
Lewis Dunk,Premier League,DF,29.0,126.0,126.0,124.9,8.0,5.0,26.0,2.0,90.0,26.0,5278.0,6277.0,31.0,15.0,17.0,1.0,29700000.0
Emre Can,Bundesliga,"DF,MF",27.0,88.0,66.0,67.3,10.0,7.0,27.0,0.0,95.0,27.0,3731.0,4313.0,65.0,47.0,85.0,16.0,28600000.0
Jordan Pickford,Premier League,GK,26.0,129.0,129.0,129.0,0.0,0.0,4.0,0.0,1.0,0.0,2571.0,4304.0,6.0,5.0,0.0,0.0,28600000.0
Corentin Tolisso,Bundesliga,MF,26.0,52.0,31.0,31.900000000000002,8.0,6.0,3.0,1.0,69.0,27.0,2023.0,2293.0,37.0,35.0,19.0,7.0,28050000.0
Alex Iwobi,Premier League,"FW,DF",24.0,101.0,72.0,69.60000000000001,8.0,13.0,1.0,0.0,112.0,48.0,2553.0,3240.0,108.0,146.0,151.0,108.0,28050000.0
Karim Benzema,La Liga,FW,33.0,121.0,112.0,107.39999999999999,55.0,28.0,1.0,0.0,325.0,126.0,3332.0,4003.0,171.0,167.0,155.0,153.0,27500000.0
Yussuf Poulsen,Bundesliga,FW,26.0,97.0,65.0,67.4,28.0,13.0,6.0,0.0,165.0,62.0,1271.0,1949.0,71.0,56.0,97.0,32.0,27500000.0
Granit Xhaka,Premier League,MF,28.0,113.0,110.0,105.8,7.0,11.0,32.0,1.0,120.0,34.0,7158.0,8378.0,96.0,121.0,63.0,12.0,27500000.0
Sergiño Dest,La Liga,DF,20.0,15.0,12.0,11.3,0.0,1.0,1.0,0.0,6.0,2.0,619.0,701.0,15.0,15.0,18.0,13.0,27500000.0
Thilo Kehrer,Ligue 1,DF,24.0,72.0,58.0,60.400000000000006,5.0,2.0,10.0,0.0,38.0,14.0,3272.0,3653.0,17.0,16.0,17.0,4.0,27500000.0
Nahitan Nández,Serie A,"MF,FW",25.0,48.0,44.0,44.400000000000006,3.0,3.0,18.0,1.0,35.0,16.0,1371.0,1809.0,50.0,59.0,78.0,20.0,27500000.0
Ozan Kabak,Bundesliga,DF,20.0,52.0,47.0,45.5,6.0,1.0,14.0,1.0,33.0,12.0,1734.0,2073.0,5.0,5.0,43.0,1.0,27500000.0
Jonathan Bamba,Ligue 1,MF,24.0,118.0,103.0,102.6,27.0,20.0,6.0,0.0,214.0,84.0,3316.0,4245.0,162.0,123.0,170.0,86.0,27500000.0
David de Gea,Premier League,GK,30.0,129.0,129.0,128.5,0.0,0.0,3.0,0.0,0.0,0.0,2224.0,3218.0,2.0,0.0,1.0,0.0,27500000.0
Nabil Fekir,La Liga,"MF,FW",27.0,107.0,99.0,93.4,35.0,21.0,27.0,2.0,318.0,133.0,3256.0,4010.0,167.0,115.0,235.0,105.0,27500000.0
Pablo Sarabia,Ligue 1,"FW,MF",28.0,102.0,77.0,77.60000000000001,26.0,25.0,19.0,2.0,186.0,78.0,2694.0,3623.0,153.0,166.0,79.0,76.0,27500000.0
Weston McKennie,Serie A,MF,22.0,88.0,65.0,64.5,6.0,6.0,20.0,0.0,78.0,22.0,1997.0,2631.0,58.0,47.0,66.0,12.0,27500000.0
Rodrigo,Premier League,MF,29.0,119.0,95.0,90.60000000000001,31.0,17.0,11.0,2.0,240.0,92.0,2185.0,2951.0,112.0,105.0,147.0,102.0,27500000.0
James Ward-Prowse,Premier League,MF,26.0,112.0,97.0,96.7,19.0,10.0,19.0,0.0,129.0,58.0,3782.0,5094.0,164.0,69.0,37.0,4.0,27500000.0
Harry Winks,Premier League,MF,24.0,81.0,58.0,56.8,1.0,1.0,17.0,0.0,29.0,5.0,3629.0,4063.0,37.0,39.0,42.0,8.0,27500000.0
Daniel Podence,Premier League,"FW,MF",25.0,24.0,17.0,15.600000000000001,4.0,2.0,2.0,0.0,35.0,17.0,397.0,533.0,19.0,14.0,45.0,14.0,27500000.0
Manuel Akanji,Bundesliga,DF,25.0,80.0,74.0,74.60000000000001,3.0,1.0,7.0,0.0,31.0,9.0,5157.0,5626.0,12.0,12.0,34.0,3.0,27500000.0
Jordi Alba,La Liga,DF,31.0,112.0,103.0,103.3,7.0,22.0,26.0,0.0,46.0,18.0,7362.0,8560.0,136.0,171.0,58.0,55.0,27500000.0
Gianluca Mancini,Serie A,DF,24.0,89.0,80.0,77.7,9.0,2.0,31.0,3.0,76.0,24.0,3663.0,4227.0,19.0,31.0,29.0,4.0,27500000.0
Djené,La Liga,DF,29.0,120.0,120.0,118.89999999999999,1.0,0.0,33.0,3.0,29.0,4.0,2539.0,3514.0,15.0,16.0,67.0,6.0,27500000.0
Allan,Premier League,MF,30.0,110.0,90.0,88.4,7.0,9.0,20.0,0.0,80.0,22.0,4767.0,5488.0,92.0,105.0,174.0,33.0,27500000.0
Rayan Cherki,Ligue 1,"FW,MF",17.0,21.0,4.0,6.1,0.0,0.0,1.0,1.0,11.0,5.0,194.0,251.0,6.0,7.0,30.0,8.0,27500000.0
Sergi Roberto,La Liga,DF,28.0,96.0,81.0,80.9,3.0,18.0,15.0,2.0,30.0,9.0,5611.0,6191.0,86.0,113.0,94.0,32.0,27500000.0
Fábio Silva,Premier League,FW,18.0,14.0,6.0,7.7,2.0,0.0,2.0,0.0,21.0,5.0,113.0,151.0,7.0,3.0,11.0,1.0,27500000.0
Edouard Mendy,Ligue 1,GK,28.0,78.0,78.0,78.0,0.0,0.0,4.0,0.0,0.0,0.0,1734.0,2461.0,2.0,1.0,1.0,0.0,27500000.0
Lucas Paquetá,Ligue 1,MF,23.0,51.0,36.0,32.900000000000006,2.0,3.0,15.0,1.0,70.0,26.0,1162.0,1469.0,43.0,44.0,65.0,10.0,27500000.0
Gaetano Castrovilli,Serie A,MF,23.0,50.0,47.0,44.2,7.0,3.0,15.0,0.0,69.0,22.0,1329.0,1663.0,49.0,49.0,113.0,35.0,27500000.0
Matteo Politano,Serie A,"FW,MF",27.0,114.0,82.0,77.3,21.0,14.0,8.0,1.0,238.0,77.0,2358.0,3339.0,171.0,141.0,170.0,118.0,27500000.0
Ben Godfrey,Premier League,DF,23.0,41.0,40.0,40.099999999999994,0.0,0.0,6.0,1.0,16.0,6.0,1780.0,2056.0,3.0,5.0,12.0,3.0,27500000.0
Iñaki Williams,La Liga,"FW,MF",26.0,132.0,118.0,113.2,29.0,11.0,10.0,0.0,223.0,88.0,1807.0,2535.0,101.0,93.0,207.0,115.0,27500000.0
Eric Dier,Premier League,DF,27.0,90.0,82.0,80.0,3.0,4.0,14.0,0.0,58.0,12.0,4298.0,5123.0,30.0,45.0,24.0,4.0,27500000.0
John Stones,Premier League,DF,26.0,67.0,57.0,55.6,2.0,0.0,1.0,0.0,26.0,8.0,4530.0,4775.0,8.0,7.0,12.0,0.0,27500000.0
Angeliño,Bundesliga,"DF,FW",24.0,34.0,31.0,31.799999999999997,5.0,4.0,4.0,0.0,35.0,12.0,1606.0,2150.0,62.0,76.0,46.0,15.0,27500000.0
Conor Coady,Premier League,DF,27.0,94.0,94.0,93.7,0.0,0.0,13.0,0.0,3.0,0.0,3709.0,4348.0,7.0,12.0,13.0,0.0,27500000.0
Joan Jordán,La Liga,MF,26.0,122.0,99.0,97.3,12.0,12.0,23.0,3.0,139.0,43.0,4842.0,5858.0,157.0,102.0,159.0,23.0,27500000.0
Lucas Moura,Premier League,"FW,MF",28.0,92.0,56.0,56.800000000000004,16.0,6.0,7.0,0.0,114.0,40.0,1412.0,1896.0,67.0,59.0,142.0,50.0,27500000.0
Dwight McNeil,Premier League,MF,21.0,74.0,70.0,68.5,5.0,12.0,8.0,0.0,84.0,20.0,1637.0,2394.0,98.0,78.0,156.0,23.0,27500000.0
Marco Reus,Bundesliga,"MF,FW",31.0,73.0,68.0,64.6,38.0,16.0,6.0,1.0,174.0,83.0,2098.0,2621.0,94.0,94.0,98.0,44.0,27500000.0
Patrik Schick,Bundesliga,FW,24.0,81.0,50.0,49.1,20.0,3.0,8.0,0.0,134.0,54.0,776.0,1070.0,51.0,16.0,75.0,31.0,27500000.0
Abdou Diallo,Ligue 1,DF,24.0,84.0,78.0,75.9,3.0,3.0,12.0,3.0,27.0,8.0,4281.0,4920.0,20.0,37.0,101.0,4.0,27500000.0
Paco Alcácer,La Liga,FW,27.0,77.0,45.0,45.4,36.0,6.0,1.0,0.0,125.0,57.0,760.0,981.0,48.0,27.0,24.0,18.0,27500000.0
Jeff Reine-Adélaïde,Ligue 1,FW,23.0,72.0,58.0,52.79999999999999,7.0,7.0,6.0,0.0,58.0,27.0,1901.0,2265.0,66.0,64.0,217.0,29.0,27500000.0
Scott McTominay,Premier League,MF,24.0,72.0,47.0,47.5,8.0,2.0,5.0,0.0,57.0,18.0,1972.0,2338.0,26.0,18.0,52.0,6.0,27500000.0
Sven Botman,Ligue 1,DF,21.0,20.0,20.0,20.0,0.0,0.0,1.0,0.0,4.0,1.0,1209.0,1373.0,4.0,4.0,5.0,0.0,27500000.0
Abdoulaye Doucouré,Premier League,MF,28.0,126.0,124.0,122.1,17.0,13.0,31.0,0.0,176.0,50.0,5565.0,6748.0,120.0,119.0,141.0,28.0,27500000.0
Antonio Rüdiger,Premier League,DF,27.0,84.0,81.0,80.9,5.0,1.0,14.0,0.0,58.0,16.0,5422.0,6049.0,12.0,22.0,7.0,3.0,27500000.0
Iñigo Martínez,La Liga,DF,29.0,111.0,111.0,109.9,2.0,1.0,33.0,0.0,81.0,17.0,4223.0,5353.0,26.0,34.0,22.0,2.0,27500000.0
Andreas Christensen,Premier League,DF,24.0,61.0,55.0,54.1,0.0,0.0,7.0,1.0,21.0,3.0,3109.0,3356.0,9.0,3.0,3.0,0.0,26400000.0
Danilo Pereira,Ligue 1,"DF,MF",29.0,7.0,5.0,4.2,0.0,0.0,1.0,0.0,6.0,1.0,302.0,327.0,0.0,0.0,2.0,0.0,26400000.0
Alex Oxlade-Chamberlain,Premier League,"MF,FW",27.0,70.0,35.0,36.9,7.0,9.0,4.0,0.0,91.0,28.0,1356.0,1752.0,58.0,80.0,87.0,27.0,26400000.0
Timothy Castagne,Premier League,DF,25.0,86.0,68.0,69.4,6.0,8.0,12.0,0.0,48.0,18.0,3234.0,3928.0,75.0,78.0,73.0,25.0,26400000.0
Ruben Loftus-Cheek,Premier League,"FW,MF",24.0,67.0,38.0,42.6,9.0,6.0,2.0,0.0,75.0,19.0,1486.0,1753.0,44.0,45.0,102.0,32.0,26400000.0
Victor Lindelöf,Premier League,DF,26.0,96.0,91.0,91.3,3.0,2.0,8.0,0.0,18.0,3.0,4510.0,5079.0,14.0,10.0,15.0,0.0,26400000.0
Florian Wirtz,Bundesliga,MF,17.0,21.0,16.0,16.799999999999997,4.0,5.0,1.0,0.0,22.0,11.0,544.0,712.0,32.0,21.0,62.0,11.0,26400000.0
Remo Freuler,Serie A,MF,28.0,115.0,109.0,105.8,10.0,13.0,13.0,1.0,107.0,28.0,6103.0,6987.0,125.0,128.0,113.0,28.0,25300000.0
Nordi Mukiele,Bundesliga,DF,23.0,89.0,77.0,73.10000000000001,5.0,4.0,12.0,0.0,59.0,15.0,3179.0,4232.0,65.0,84.0,69.0,19.0,25300000.0
Cengiz Ünder,Premier League,"MF,FW",23.0,76.0,43.0,41.2,13.0,11.0,3.0,0.0,123.0,40.0,1025.0,1453.0,81.0,81.0,93.0,39.0,25300000.0
Boubakary Soumaré,Ligue 1,MF,21.0,69.0,32.0,35.1,1.0,1.0,7.0,2.0,10.0,2.0,1891.0,2153.0,28.0,16.0,49.0,2.0,25300000.0
Kasper Dolberg,Ligue 1,FW,23.0,34.0,30.0,29.3,14.0,3.0,4.0,0.0,55.0,33.0,316.0,411.0,11.0,4.0,23.0,9.0,25300000.0
Leonardo Spinazzola,Serie A,DF,27.0,67.0,56.0,53.699999999999996,2.0,8.0,3.0,0.0,46.0,7.0,2364.0,3014.0,63.0,102.0,107.0,101.0,25300000.0
Marten de Roon,Serie A,MF,29.0,119.0,106.0,106.0,8.0,11.0,32.0,2.0,94.0,23.0,5922.0,6853.0,93.0,92.0,50.0,8.0,25300000.0
Reinier,Bundesliga,"FW,MF",19.0,4.0,0.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,32.0,35.0,0.0,0.0,1.0,1.0,24750000.0
Callum Wilson,Premier League,FW,28.0,109.0,100.0,98.10000000000001,38.0,15.0,15.0,0.0,192.0,77.0,1123.0,1657.0,83.0,57.0,102.0,66.0,24750000.0
Riccardo Orsolini,Serie A,"FW,MF",23.0,102.0,66.0,66.3,19.0,15.0,5.0,0.0,194.0,65.0,1526.0,2406.0,97.0,81.0,153.0,55.0,24200000.0
Luiz Felipe,Serie A,DF,23.0,71.0,60.0,58.099999999999994,2.0,3.0,19.0,0.0,22.0,3.0,2604.0,2983.0,11.0,18.0,17.0,1.0,24200000.0
Neal Maupay,Premier League,"FW,MF",24.0,54.0,44.0,44.3,17.0,4.0,3.0,0.0,125.0,47.0,787.0,995.0,36.0,41.0,44.0,29.0,24200000.0
Luke Shaw,Premier League,DF,25.0,78.0,70.0,69.80000000000001,1.0,5.0,24.0,0.0,43.0,16.0,3875.0,4658.0,85.0,82.0,80.0,29.0,24200000.0
