Player Name,League,Position,Age,Matches Played,Starts,90s Played,Goals,Assists,Yellow Cards,Red Cards,Total Shots,Shots on Target,Passes Completed,Passes Attempted,Key Passes,Completed Passes into PA,Players Dribbled Past,Dribbles into PA
Júnior Tavares,Serie A,DF,21.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,174.0,198.0,2.0,6.0,2.0,0.0
Jürgen Locadia,Premier League,"MF,FW",25.0,45.0,21.0,23.1,7.0,1.0,2.0,0.0,51.0,21.0,404.0,559.0,17.0,14.0,12.0,16.0
Kaan Ayhan,Serie A,DF,26.0,73.0,65.0,65.2,6.0,4.0,23.0,0.0,55.0,13.0,3162.0,3643.0,23.0,21.0,23.0,6.0
Kadeem Harris,Premier League,"MF,FW",25.0,13.0,3.0,4.2,1.0,0.0,1.0,0.0,5.0,3.0,64.0,99.0,5.0,6.0,13.0,4.0
Kader Mangane,Ligue 1,DF,34.0,20.0,20.0,19.1,1.0,0.0,4.0,0.0,15.0,3.0,504.0,704.0,2.0,8.0,4.0,0.0
Kai Havertz,Premier League,"MF,FW",21.0,110.0,95.0,93.1,33.0,19.0,10.0,0.0,189.0,82.0,4083.0,4809.0,133.0,128.0,182.0,69.0
Kai Pröger,Bundesliga,"MF,FW",27.0,31.0,22.0,23.1,2.0,6.0,0.0,0.0,51.0,14.0,334.0,624.0,41.0,15.0,71.0,27.0
Kaj Sierhuis,Ligue 1,FW,22.0,15.0,7.0,6.0,0.0,1.0,1.0,0.0,12.0,3.0,83.0,124.0,6.0,6.0,10.0,1.0
Kalidou Koulibaly,Serie A,DF,29.0,108.0,107.0,104.80000000000001,7.0,3.0,24.0,3.0,60.0,17.0,7365.0,8125.0,26.0,21.0,42.0,9.0
Kalidou Sidibé,Ligue 1,MF,20.0,24.0,18.0,15.0,1.0,0.0,8.0,0.0,6.0,2.0,480.0,639.0,4.0,3.0,4.0,0.0
Kalifa Coulibaly,Ligue 1,FW,29.0,67.0,44.0,45.4,13.0,3.0,8.0,1.0,109.0,38.0,561.0,965.0,40.0,23.0,38.0,24.0
Kalvin Phillips,Premier League,MF,25.0,14.0,14.0,13.5,0.0,2.0,5.0,0.0,8.0,3.0,704.0,853.0,16.0,11.0,7.0,1.0
Kamil Glik,Serie A,DF,32.0,110.0,110.0,110.0,5.0,1.0,27.0,0.0,67.0,18.0,4300.0,5123.0,8.0,8.0,4.0,0.0
Kamil Grosicki,Premier League,"FW,MF",32.0,3.0,2.0,1.6,0.0,1.0,0.0,0.0,3.0,0.0,32.0,49.0,3.0,1.0,1.0,2.0
Kara Mbodji,Ligue 1,DF,28.0,6.0,6.0,5.6,0.0,0.0,0.0,0.0,6.0,1.0,157.0,202.0,0.0,0.0,0.0,0.0
Karamoko Cissé,Serie A,"FW,DF",28.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,0.0,2.0,0.0,2.0
Karim Aribi,Ligue 1,FW,26.0,9.0,2.0,2.7,0.0,0.0,0.0,0.0,9.0,2.0,35.0,54.0,2.0,2.0,3.0,1.0
Karim Azamoum,Ligue 1,MF,27.0,30.0,26.0,25.3,1.0,0.0,5.0,1.0,22.0,7.0,664.0,953.0,24.0,10.0,18.0,5.0
Karim Bellarabi,Bundesliga,"MF,FW",30.0,81.0,47.0,44.400000000000006,10.0,13.0,9.0,1.0,150.0,57.0,1326.0,1895.0,81.0,98.0,119.0,81.0
Karim Benzema,La Liga,FW,33.0,121.0,112.0,107.39999999999999,55.0,28.0,1.0,0.0,325.0,126.0,3332.0,4003.0,171.0,167.0,155.0,153.0
Karim Guédé,Bundesliga,FW,32.0,2.0,1.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,1.0,0.0
Karim Onisiwo,Bundesliga,"FW,MF",28.0,82.0,35.0,43.2,12.0,9.0,6.0,0.0,96.0,41.0,568.0,885.0,55.0,30.0,99.0,37.0
Karim Rekik,La Liga,DF,26.0,65.0,65.0,63.300000000000004,3.0,2.0,9.0,1.0,21.0,6.0,2827.0,3245.0,7.0,11.0,9.0,0.0
Karl Darlow,Premier League,GK,30.0,28.0,28.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,407.0,812.0,0.0,0.0,0.0,0.0
Karl Toko Ekambi,Ligue 1,"FW,MF",28.0,114.0,89.0,89.39999999999999,44.0,13.0,14.0,0.0,256.0,117.0,1756.0,2302.0,99.0,71.0,185.0,132.0
Karl-Johan Johnsson,Ligue 1,GK,28.0,55.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,819.0,1408.0,1.0,1.0,1.0,0.0
Karlan Grant,Premier League,FW,23.0,25.0,21.0,19.2,4.0,0.0,1.0,0.0,36.0,18.0,268.0,385.0,8.0,6.0,23.0,17.0
Karlo Letica,Serie A,GK,22.0,10.0,10.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,202.0,319.0,1.0,0.0,1.0,0.0
Karol Linetty,Serie A,MF,25.0,107.0,90.0,90.89999999999999,11.0,7.0,26.0,0.0,99.0,33.0,3009.0,3699.0,97.0,92.0,100.0,44.0
Kasey Palmer,Premier League,"MF,FW",20.0,4.0,1.0,1.9,0.0,0.0,2.0,0.0,2.0,1.0,43.0,59.0,1.0,2.0,1.0,1.0
Kasim Nuhu,Bundesliga,DF,25.0,33.0,28.0,27.400000000000002,1.0,1.0,5.0,1.0,14.0,3.0,1189.0,1454.0,3.0,5.0,24.0,0.0
Kasper Dolberg,Ligue 1,FW,23.0,34.0,30.0,29.3,14.0,3.0,4.0,0.0,55.0,33.0,316.0,411.0,11.0,4.0,23.0,9.0
Kasper Schmeichel,Premier League,GK,34.0,128.0,128.0,127.9,0.0,0.0,8.0,0.0,2.0,0.0,2671.0,3959.0,5.0,0.0,3.0,0.0
Kastriot Dermaku,Serie A,DF,29.0,18.0,11.0,12.5,0.0,0.0,2.0,0.0,3.0,2.0,356.0,416.0,0.0,1.0,2.0,0.0
Kaylen Hinds,Bundesliga,"MF,FW",19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.0,0.0,0.0,0.0,0.0
Kayne Ramsey,Premier League,DF,17.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,18.0,0.0,0.0,0.0,0.0
Kays Ruiz,Ligue 1,"FW,MF",18.0,7.0,1.0,2.1,0.0,0.0,1.0,0.0,2.0,0.0,159.0,181.0,0.0,3.0,6.0,1.0
Keagan Dolly,Ligue 1,MF,27.0,41.0,14.0,16.2,1.0,1.0,3.0,0.0,31.0,11.0,523.0,672.0,36.0,17.0,21.0,9.0
Kean Bryan,Premier League,DF,24.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,72.0,1.0,1.0,1.0,0.0
Keanen Bennetts,Bundesliga,MF,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Keinan Davis,Premier League,FW,22.0,22.0,4.0,6.699999999999999,0.0,0.0,0.0,0.0,19.0,5.0,123.0,164.0,8.0,4.0,10.0,6.0
Keita Baldé,Serie A,FW,25.0,75.0,38.0,38.800000000000004,19.0,9.0,11.0,4.0,104.0,49.0,796.0,1115.0,39.0,36.0,50.0,56.0
Keita Endo,Bundesliga,"MF,FW",23.0,7.0,1.0,1.2,1.0,0.0,0.0,0.0,4.0,3.0,9.0,17.0,1.0,0.0,0.0,1.0
Keko,La Liga,"MF,FW",26.0,47.0,35.0,30.4,2.0,3.0,5.0,0.0,41.0,16.0,631.0,943.0,29.0,32.0,49.0,22.0
Kelechi Iheanacho,Premier League,"FW,MF",24.0,81.0,30.0,33.1,9.0,9.0,5.0,0.0,92.0,36.0,677.0,867.0,45.0,29.0,51.0,20.0
Kelechi Nwakali,La Liga,"MF,FW",22.0,5.0,1.0,1.6,0.0,0.0,1.0,0.0,0.0,0.0,70.0,81.0,1.0,0.0,3.0,0.0
Kelland Watts,Premier League,DF,19.0,1.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0
Kelvin Amian,Ligue 1,DF,21.0,88.0,84.0,85.1,1.0,4.0,12.0,1.0,42.0,13.0,2451.0,3109.0,22.0,36.0,54.0,9.0
Kelvin Ofori,Bundesliga,"MF,FW",18.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,1.0,0.0,20.0,22.0,0.0,0.0,0.0,0.0
Kelyan Guessoum,Ligue 1,DF,21.0,5.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,140.0,157.0,0.0,0.0,0.0,0.0
Ken Reichel,Bundesliga,DF,32.0,7.0,6.0,5.9,0.0,0.0,0.0,0.0,5.0,3.0,183.0,253.0,2.0,3.0,2.0,1.0
Ken Sema,Serie A,"DF,MF",25.0,49.0,39.0,35.7,3.0,3.0,7.0,0.0,26.0,7.0,961.0,1331.0,49.0,49.0,74.0,33.0
Kenan Karaman,Bundesliga,FW,25.0,63.0,33.0,34.7,10.0,2.0,6.0,0.0,71.0,22.0,610.0,888.0,47.0,17.0,65.0,24.0
Kenan Kodro,La Liga,"FW,MF",27.0,34.0,6.0,8.9,3.0,0.0,1.0,0.0,11.0,5.0,145.0,203.0,6.0,1.0,4.0,0.0
Kenedy,La Liga,"FW,MF",24.0,72.0,39.0,40.8,6.0,8.0,5.0,0.0,86.0,20.0,925.0,1314.0,39.0,44.0,102.0,24.0
Kenneth Omeruo,La Liga,DF,25.0,51.0,49.0,47.8,1.0,0.0,12.0,0.0,7.0,2.0,1213.0,1543.0,7.0,4.0,12.0,0.0
Kenneth Zohore,Premier League,FW,24.0,19.0,7.0,8.4,1.0,1.0,1.0,0.0,17.0,7.0,101.0,153.0,13.0,4.0,5.0,5.0
Kenny Lala,Ligue 1,DF,29.0,110.0,106.0,106.4,13.0,17.0,11.0,2.0,57.0,18.0,4739.0,6304.0,145.0,153.0,169.0,28.0
Kenny McLean,Premier League,MF,27.0,37.0,32.0,33.0,1.0,1.0,5.0,0.0,30.0,10.0,1324.0,1689.0,26.0,19.0,36.0,5.0
Kenny Rocha Santos,Ligue 1,DF,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Tete,Premier League,DF,25.0,59.0,42.0,45.800000000000004,1.0,8.0,6.0,0.0,23.0,7.0,2260.0,2821.0,56.0,68.0,27.0,11.0
Kepa Arrizabalaga,Premier League,GK,26.0,102.0,102.0,102.0,0.0,0.0,6.0,0.0,0.0,0.0,2480.0,3190.0,0.0,0.0,1.0,0.0
Kerem Demirbay,Bundesliga,MF,27.0,83.0,62.0,60.9,8.0,17.0,15.0,1.0,126.0,31.0,2980.0,3833.0,173.0,81.0,126.0,19.0
Keven Schlotterbeck,Bundesliga,"DF,MF",23.0,42.0,40.0,39.5,0.0,0.0,8.0,1.0,17.0,3.0,1311.0,1570.0,2.0,6.0,13.0,0.0
Kevin Agudelo,Serie A,FW,22.0,27.0,15.0,15.2,2.0,1.0,7.0,1.0,25.0,6.0,396.0,508.0,15.0,10.0,45.0,19.0
Kevin Akpoguma,Bundesliga,DF,25.0,65.0,49.0,51.0,0.0,1.0,8.0,0.0,8.0,3.0,2318.0,2729.0,10.0,9.0,22.0,2.0
Kevin Bonifazi,Serie A,DF,24.0,61.0,55.0,54.9,4.0,1.0,5.0,1.0,30.0,5.0,2254.0,2570.0,9.0,12.0,50.0,1.0
Kevin Danso,Premier League,DF,20.0,40.0,29.0,29.300000000000004,3.0,2.0,7.0,1.0,19.0,9.0,932.0,1293.0,8.0,7.0,18.0,0.0
Kevin De Bruyne,Premier League,MF,29.0,108.0,95.0,91.5,26.0,48.0,8.0,0.0,276.0,92.0,5269.0,6902.0,327.0,347.0,154.0,96.0
Kevin Denkey,Ligue 1,FW,20.0,27.0,12.0,12.5,4.0,2.0,4.0,0.0,37.0,15.0,183.0,262.0,10.0,5.0,13.0,4.0
Kevin Goden,Bundesliga,"DF,FW",19.0,5.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,71.0,112.0,1.0,1.0,2.0,1.0
Kevin Kampl,Bundesliga,MF,30.0,80.0,69.0,65.3,5.0,10.0,13.0,0.0,77.0,26.0,3363.0,3994.0,113.0,83.0,89.0,20.0
Kevin Lasagna,Serie A,FW,28.0,117.0,91.0,90.8,30.0,6.0,5.0,0.0,264.0,98.0,1073.0,1603.0,60.0,38.0,46.0,85.0
Kevin Long,Premier League,DF,30.0,36.0,33.0,34.0,1.0,3.0,3.0,0.0,14.0,1.0,831.0,1155.0,2.0,2.0,2.0,1.0
Kevin Mbabu,Bundesliga,DF,25.0,26.0,21.0,22.6,3.0,2.0,5.0,0.0,10.0,4.0,802.0,1148.0,17.0,25.0,65.0,13.0
Kevin McDonald,Premier League,MF,29.0,15.0,10.0,9.3,0.0,0.0,5.0,1.0,4.0,0.0,484.0,567.0,3.0,0.0,1.0,0.0
Kevin Mirallas,Serie A,"FW,MF",30.0,32.0,17.0,15.9,2.0,1.0,3.0,0.0,33.0,11.0,361.0,500.0,27.0,20.0,24.0,15.0
Kevin Möhwald,Bundesliga,MF,27.0,36.0,14.0,18.2,5.0,1.0,4.0,1.0,33.0,13.0,779.0,949.0,16.0,14.0,22.0,2.0
Kevin Rüegg,Serie A,"MF,DF",22.0,5.0,0.0,1.3,0.0,0.0,0.0,0.0,1.0,1.0,23.0,37.0,0.0,0.0,4.0,0.0
Kevin Strootman,Serie A,MF,30.0,98.0,65.0,66.6,4.0,9.0,20.0,0.0,48.0,12.0,3219.0,3857.0,65.0,51.0,38.0,8.0
Kevin Stöger,Bundesliga,"MF,FW",27.0,51.0,41.0,41.0,2.0,11.0,13.0,0.0,58.0,17.0,2117.0,2613.0,85.0,55.0,51.0,8.0
Kevin Trapp,Bundesliga,GK,30.0,76.0,76.0,75.6,0.0,0.0,3.0,0.0,0.0,0.0,1991.0,2868.0,0.0,0.0,0.0,0.0
Kevin Vogt,Bundesliga,DF,29.0,99.0,99.0,94.8,0.0,2.0,23.0,0.0,11.0,1.0,5901.0,6577.0,21.0,28.0,21.0,1.0
Kevin Volland,Ligue 1,"FW,MF",28.0,110.0,103.0,97.3,48.0,24.0,15.0,0.0,250.0,124.0,1931.0,2696.0,122.0,95.0,116.0,76.0
Kevin Vázquez,La Liga,DF,26.0,21.0,18.0,17.099999999999998,0.0,0.0,6.0,0.0,1.0,0.0,698.0,880.0,8.0,8.0,18.0,2.0
Kevin Wimmer,Bundesliga,DF,25.0,39.0,31.0,33.4,0.0,0.0,10.0,0.0,4.0,0.0,1286.0,1612.0,8.0,13.0,1.0,0.0
Kevin-Prince Boateng,Serie A,FW,32.0,61.0,47.0,46.0,11.0,2.0,8.0,0.0,95.0,28.0,1300.0,1691.0,40.0,30.0,48.0,5.0
Keylor Navas,Ligue 1,GK,34.0,73.0,73.0,73.0,0.0,0.0,2.0,0.0,0.0,0.0,1423.0,1714.0,1.0,0.0,1.0,0.0
Khaled Adénon,Ligue 1,DF,33.0,57.0,54.0,54.7,0.0,1.0,16.0,1.0,16.0,1.0,1800.0,2135.0,6.0,5.0,3.0,0.0
Khiry Shelton,Bundesliga,"FW,MF",26.0,2.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,0.0
Khouma Babacar,Serie A,FW,26.0,83.0,42.0,45.6,16.0,4.0,5.0,0.0,155.0,52.0,663.0,850.0,35.0,22.0,36.0,31.0
Khéphren Thuram-Ulie,Ligue 1,MF,19.0,32.0,20.0,17.799999999999997,1.0,0.0,3.0,0.0,5.0,1.0,946.0,1081.0,6.0,10.0,15.0,2.0
Ki Sung-yueng,Premier League,MF,30.0,47.0,36.0,36.9,2.0,3.0,4.0,0.0,29.0,8.0,1331.0,1612.0,38.0,21.0,14.0,7.0
Ki-Jana Hoever,Premier League,"DF,FW",19.0,4.0,1.0,1.6,0.0,0.0,1.0,0.0,0.0,0.0,85.0,109.0,2.0,1.0,0.0,0.0
Kieran Gibbs,Premier League,DF,31.0,41.0,39.0,38.4,0.0,1.0,4.0,1.0,10.0,1.0,1158.0,1594.0,25.0,29.0,21.0,7.0
Kieran Tierney,Premier League,DF,23.0,32.0,29.0,27.9,2.0,2.0,5.0,0.0,15.0,4.0,1224.0,1599.0,30.0,31.0,28.0,21.0
Kieran Trippier,La Liga,DF,30.0,90.0,84.0,82.6,1.0,17.0,5.0,0.0,19.0,5.0,4360.0,5763.0,147.0,192.0,43.0,14.0
Kieron Freeman,Premier League,FW,27.0,2.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Kike,La Liga,FW,31.0,109.0,79.0,76.5,21.0,4.0,9.0,1.0,210.0,79.0,1393.0,2018.0,48.0,24.0,57.0,28.0
Kike Barja,La Liga,"MF,FW",23.0,23.0,7.0,7.3,0.0,2.0,1.0,0.0,11.0,6.0,140.0,208.0,8.0,11.0,25.0,8.0
Kike Pérez,La Liga,"MF,FW",23.0,21.0,9.0,10.2,0.0,0.0,2.0,0.0,13.0,3.0,336.0,417.0,11.0,7.0,19.0,6.0
Kiko Casilla,Premier League,GK,34.0,11.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,175.0,226.0,0.0,0.0,0.0,0.0
Kiko Femenía,Premier League,DF,28.0,80.0,67.0,66.69999999999999,2.0,2.0,8.0,0.0,21.0,7.0,2725.0,3446.0,50.0,81.0,60.0,17.0
Kiko Olivas,La Liga,DF,30.0,70.0,68.0,67.1,2.0,0.0,8.0,0.0,15.0,5.0,2294.0,2627.0,7.0,5.0,30.0,0.0
Kilian Jakob,Bundesliga,FW,19.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,1.0,0.0,4.0,12.0,0.0,1.0,0.0,0.0
Kilian Ludewig,Bundesliga,DF,20.0,6.0,6.0,5.8,0.0,0.0,1.0,0.0,0.0,0.0,220.0,294.0,5.0,8.0,6.0,1.0
Kingsley Coman,Bundesliga,"FW,MF",24.0,79.0,55.0,54.199999999999996,15.0,17.0,5.0,0.0,122.0,55.0,1944.0,2457.0,102.0,112.0,210.0,128.0
Kingsley Ehizibue,Bundesliga,DF,25.0,41.0,35.0,31.5,1.0,2.0,9.0,1.0,15.0,5.0,1011.0,1370.0,22.0,26.0,48.0,10.0
Kingsley Fobi,La Liga,DF,22.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,8.0,12.0,0.0,1.0,0.0,0.0
Kingsley Michael,Serie A,MF,19.0,1.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,51.0,58.0,1.0,0.0,0.0,0.0
Kingsley Schindler,Bundesliga,"FW,MF",26.0,13.0,9.0,9.4,0.0,2.0,0.0,0.0,14.0,3.0,155.0,248.0,10.0,17.0,12.0,3.0
Kiril Despodov,Serie A,FW,24.0,5.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,0.0,0.0,2.0,1.0
Klaus Gjasula,Bundesliga,MF,29.0,29.0,28.0,25.3,2.0,1.0,17.0,0.0,14.0,4.0,898.0,1154.0,27.0,6.0,28.0,0.0
Klauss,Bundesliga,FW,23.0,4.0,0.0,0.6,0.0,0.0,0.0,0.0,1.0,1.0,18.0,22.0,2.0,2.0,1.0,0.0
Koba Koindredi,La Liga,MF,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0
Koen Casteels,Bundesliga,GK,28.0,102.0,102.0,101.5,0.0,0.0,2.0,0.0,0.0,0.0,2927.0,4070.0,3.0,1.0,2.0,0.0
Koffi Djidji,Serie A,DF,28.0,68.0,55.0,54.900000000000006,0.0,0.0,5.0,0.0,12.0,4.0,1726.0,2164.0,11.0,10.0,36.0,1.0
Koke,La Liga,MF,29.0,113.0,106.0,103.2,11.0,13.0,23.0,1.0,78.0,29.0,5651.0,6850.0,184.0,108.0,91.0,14.0
Koke Vegas,La Liga,GK,25.0,5.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,91.0,137.0,0.0,0.0,0.0,0.0
Kolbeinn Sigþórsson,Ligue 1,FW,27.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,5.0,8.0,0.0,0.0,1.0,0.0
Konrad Laimer,Bundesliga,MF,22.0,80.0,60.0,59.2,3.0,9.0,17.0,1.0,29.0,11.0,2265.0,2884.0,45.0,63.0,95.0,19.0
Konstantin Rausch,Bundesliga,DF,27.0,12.0,11.0,10.3,0.0,1.0,3.0,0.0,12.0,1.0,383.0,567.0,8.0,7.0,4.0,1.0
Konstantinos Mavropanos,Bundesliga,DF,23.0,13.0,11.0,7.4,0.0,0.0,4.0,1.0,6.0,1.0,373.0,448.0,4.0,1.0,2.0,0.0
Koo Ja-cheol,Bundesliga,"MF,FW",29.0,54.0,42.0,40.9,4.0,1.0,5.0,0.0,52.0,15.0,1143.0,1425.0,30.0,21.0,51.0,5.0
Koray Günter,Serie A,DF,26.0,56.0,45.0,45.7,0.0,0.0,8.0,0.0,11.0,2.0,1755.0,2043.0,7.0,12.0,14.0,0.0
Kortney Hause,Premier League,DF,25.0,22.0,21.0,21.2,2.0,0.0,4.0,0.0,23.0,4.0,695.0,930.0,1.0,1.0,11.0,0.0
Kostas Manolas,Serie A,DF,29.0,99.0,95.0,90.9,7.0,1.0,10.0,0.0,44.0,14.0,4388.0,4863.0,13.0,15.0,17.0,0.0
Kostas Mitroglou,Ligue 1,FW,30.0,33.0,16.0,16.200000000000003,12.0,0.0,2.0,0.0,62.0,29.0,168.0,234.0,14.0,4.0,5.0,3.0
Kostas Stafylidis,Bundesliga,DF,25.0,26.0,19.0,18.700000000000003,1.0,0.0,1.0,0.0,19.0,3.0,689.0,898.0,13.0,11.0,14.0,0.0
Kouadio Koné,Ligue 1,MF,18.0,14.0,12.0,10.5,0.0,0.0,5.0,1.0,9.0,1.0,359.0,430.0,6.0,0.0,14.0,0.0
Kouadio-Yves Dabila,Ligue 1,DF,21.0,24.0,18.0,19.2,0.0,0.0,3.0,0.0,2.0,0.0,747.0,890.0,4.0,1.0,5.0,1.0
Kristoffer Askildsen,Serie A,MF,20.0,7.0,0.0,1.3,1.0,0.0,4.0,1.0,1.0,1.0,32.0,41.0,2.0,1.0,2.0,0.0
Krisztofer Horváth,Serie A,"FW,DF",17.0,3.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,12.0,16.0,1.0,0.0,2.0,0.0
Krzysztof Piątek,Bundesliga,FW,25.0,87.0,66.0,65.5,34.0,2.0,10.0,0.0,199.0,76.0,899.0,1217.0,53.0,23.0,57.0,33.0
Kuki,La Liga,MF,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
Kurt Zouma,Premier League,DF,26.0,109.0,101.0,102.1,7.0,2.0,12.0,1.0,66.0,23.0,4826.0,5659.0,15.0,13.0,37.0,1.0
Kwadwo Asamoah,Serie A,DF,30.0,59.0,55.0,54.199999999999996,0.0,2.0,11.0,0.0,20.0,2.0,3347.0,3864.0,55.0,62.0,98.0,32.0
Kwasi Okyere Wriedt,Bundesliga,FW,25.0,2.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,6.0,10.0,0.0,0.0,1.0,1.0
Kwon Chang-hoon,Bundesliga,"MF,FW",26.0,84.0,43.0,43.6,15.0,2.0,6.0,0.0,108.0,42.0,933.0,1366.0,54.0,40.0,63.0,17.0
Kyle Bartley,Premier League,DF,29.0,16.0,12.0,12.9,1.0,1.0,3.0,0.0,9.0,3.0,362.0,461.0,2.0,2.0,0.0,0.0
Kyle Edwards,Premier League,"MF,FW",22.0,5.0,1.0,1.3,0.0,0.0,0.0,0.0,2.0,1.0,30.0,35.0,0.0,0.0,1.0,2.0
Kyle Naughton,Premier League,DF,28.0,34.0,34.0,33.7,0.0,2.0,1.0,0.0,12.0,1.0,1496.0,2047.0,11.0,18.0,38.0,6.0
Kyle Walker,Premier League,DF,30.0,108.0,103.0,100.7,3.0,12.0,12.0,2.0,54.0,10.0,7281.0,8346.0,76.0,92.0,100.0,39.0
Kyle Walker-Peters,Premier League,DF,23.0,40.0,34.0,34.8,0.0,6.0,6.0,0.0,13.0,3.0,1664.0,2065.0,27.0,28.0,70.0,27.0
Kylian Mbappé,Ligue 1,FW,22.0,93.0,78.0,78.80000000000001,76.0,26.0,8.0,1.0,341.0,172.0,2125.0,2723.0,151.0,121.0,282.0,173.0
Kyriakos Papadopoulos,Bundesliga,DF,25.0,29.0,29.0,29.0,1.0,1.0,12.0,1.0,27.0,5.0,892.0,1183.0,5.0,5.0,4.0,0.0
Kévin Bérigaud,Ligue 1,"MF,FW",29.0,5.0,4.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,57.0,72.0,6.0,3.0,1.0,1.0
Kévin Gameiro,La Liga,FW,33.0,98.0,49.0,53.2,20.0,6.0,1.0,0.0,79.0,39.0,929.0,1213.0,52.0,32.0,58.0,53.0
Kévin Malcuit,Serie A,"MF,FW",29.0,53.0,44.0,43.49999999999999,0.0,7.0,5.0,0.0,24.0,6.0,2108.0,2613.0,48.0,59.0,96.0,19.0
Kévin Mayi,Ligue 1,FW,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kévin Monnet-Paquet,Ligue 1,"FW,MF",32.0,60.0,41.0,39.300000000000004,3.0,3.0,4.0,0.0,50.0,16.0,1114.0,1469.0,36.0,38.0,51.0,19.0
Kévin N'Doram,Ligue 1,MF,23.0,35.0,28.0,28.5,0.0,0.0,7.0,0.0,14.0,4.0,1301.0,1469.0,12.0,6.0,27.0,1.0
Kévin Rimane,Ligue 1,MF,27.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0
Kévin Rodrigues,La Liga,"DF,MF",26.0,66.0,53.0,53.7,3.0,5.0,10.0,1.0,46.0,15.0,1690.0,2360.0,63.0,46.0,72.0,15.0
Kévin Soni,La Liga,FW,21.0,8.0,1.0,1.1,0.0,0.0,1.0,0.0,4.0,1.0,23.0,34.0,3.0,1.0,7.0,0.0
Kévin Théophile-Catherine,Ligue 1,DF,27.0,25.0,24.0,24.1,0.0,0.0,6.0,0.0,4.0,0.0,898.0,1107.0,4.0,6.0,14.0,0.0
Kévin Zohi,Ligue 1,"MF,FW",24.0,53.0,12.0,15.8,3.0,2.0,1.0,0.0,40.0,15.0,342.0,468.0,10.0,14.0,54.0,8.0
Lacina Traoré,Ligue 1,FW,27.0,18.0,8.0,8.7,0.0,2.0,1.0,0.0,11.0,3.0,114.0,212.0,10.0,5.0,6.0,0.0
Ladislav Krejčí,Serie A,DF,27.0,44.0,24.0,27.900000000000002,1.0,3.0,3.0,0.0,15.0,8.0,1143.0,1409.0,31.0,44.0,21.0,13.0
Lago Junior,La Liga,"MF,FW",28.0,35.0,24.0,24.3,4.0,0.0,3.0,0.0,38.0,8.0,526.0,729.0,19.0,20.0,32.0,40.0
Lamine Fomba,Ligue 1,MF,22.0,36.0,26.0,26.4,0.0,0.0,8.0,0.0,23.0,7.0,531.0,716.0,11.0,5.0,30.0,1.0
Lamine Ghezali,Ligue 1,"FW,MF",19.0,6.0,0.0,0.5,1.0,0.0,1.0,0.0,1.0,1.0,17.0,26.0,0.0,1.0,1.0,1.0
Lamine Gueye,Ligue 1,"FW,MF",22.0,12.0,11.0,8.5,1.0,2.0,1.0,0.0,27.0,10.0,179.0,248.0,8.0,3.0,14.0,7.0
